protein1 protein2 experimental database textmining combined_score
1034809.SLUG_17330 1034809.SLUG_20260 159 0 0 158
1034809.SLUG_17330 1034809.SLUG_10300 154 0 0 153
1034809.SLUG_17330 1034809.SLUG_17770 152 0 0 151
1034809.SLUG_17330 1034809.SLUG_14840 231 0 0 230
1034809.SLUG_17330 1034809.SLUG_16430 159 0 0 158
1034809.SLUG_17330 1034809.SLUG_10290 159 0 0 158
1034809.SLUG_17330 1034809.SLUG_03740 151 0 0 150
1034809.SLUG_17330 1034809.SLUG_13580 154 0 0 153
1034809.SLUG_17330 1034809.SLUG_02230 151 0 0 150
1034809.SLUG_17330 1034809.SLUG_12330 159 0 0 158
1034809.SLUG_17330 1034809.SLUG_18900 159 0 0 158
1034809.SLUG_17330 1034809.SLUG_24150 163 0 0 163
1034809.SLUG_17330 1034809.SLUG_12150 159 0 0 158
1034809.SLUG_17330 1034809.SLUG_23920 159 0 0 158
1034809.SLUG_17330 1034809.SLUG_07750 159 0 0 158
1034809.SLUG_17330 1034809.SLUG_15790 184 0 0 183
1034809.SLUG_17330 1034809.SLUG_17760 152 0 0 151
1034809.SLUG_17340 1034809.SLUG_13320 157 0 0 156
1034809.SLUG_17350 1034809.SLUG_02290 181 0 0 181
1034809.SLUG_17350 1034809.SLUG_16690 151 0 0 150
1034809.SLUG_17350 1034809.SLUG_17760 159 0 0 158
1034809.SLUG_17350 1034809.SLUG_12360 0 603 591 830
1034809.SLUG_17350 1034809.SLUG_10120 0 0 155 154
1034809.SLUG_17350 1034809.SLUG_13950 181 0 0 181
1034809.SLUG_17350 1034809.SLUG_14230 108 0 153 212
1034809.SLUG_17350 1034809.SLUG_22240 121 0 151 221
1034809.SLUG_17350 1034809.SLUG_13960 159 0 0 158
1034809.SLUG_17350 1034809.SLUG_08760 151 0 0 150
1034809.SLUG_17350 1034809.SLUG_17770 181 0 0 181
1034809.SLUG_17350 1034809.SLUG_14610 0 603 156 650
1034809.SLUG_17350 1034809.SLUG_00020 257 0 0 256
1034809.SLUG_17350 1034809.SLUG_02300 159 0 0 158
1034809.SLUG_17350 1034809.SLUG_15990 0 0 155 154
1034809.SLUG_17350 1034809.SLUG_20850 108 0 153 212
1034809.SLUG_17370 1034809.SLUG_17150 183 0 653 704
1034809.SLUG_17370 1034809.SLUG_17140 229 0 665 730
1034809.SLUG_17370 1034809.SLUG_12110 183 0 0 183
1034809.SLUG_17370 1034809.SLUG_17110 183 0 600 659
1034809.SLUG_17390 1034809.SLUG_07680 224 0 0 224
1034809.SLUG_17390 1034809.SLUG_07930 228 0 0 227
1034809.SLUG_17390 1034809.SLUG_07830 224 0 0 224
1034809.SLUG_17390 1034809.SLUG_11920 186 0 0 186
1034809.SLUG_17390 1034809.SLUG_16330 263 0 0 263
1034809.SLUG_17390 1034809.SLUG_16230 224 0 0 224
1034809.SLUG_17390 1034809.SLUG_07780 228 0 0 227
1034809.SLUG_17390 1034809.SLUG_14030 156 0 0 155
1034809.SLUG_17390 1034809.SLUG_17400 996 932 0 999
1034809.SLUG_17390 1034809.SLUG_16410 222 0 0 222
1034809.SLUG_17390 1034809.SLUG_07860 224 0 0 224
1034809.SLUG_17390 1034809.SLUG_17070 266 0 0 266
1034809.SLUG_17390 1034809.SLUG_22620 224 0 0 224
1034809.SLUG_17390 1034809.SLUG_07820 221 0 0 221
1034809.SLUG_17390 1034809.SLUG_07700 222 0 0 222
1034809.SLUG_17390 1034809.SLUG_07730 228 0 0 227
1034809.SLUG_17390 1034809.SLUG_07940 224 0 0 224
1034809.SLUG_17390 1034809.SLUG_10180 156 0 0 155
1034809.SLUG_17390 1034809.SLUG_15630 221 0 0 221
1034809.SLUG_17390 1034809.SLUG_22610 224 0 0 224
1034809.SLUG_17390 1034809.SLUG_12090 224 0 0 224
1034809.SLUG_17390 1034809.SLUG_12980 287 0 0 286
1034809.SLUG_17390 1034809.SLUG_22630 204 0 0 204
1034809.SLUG_17390 1034809.SLUG_16280 204 0 0 204
1034809.SLUG_17390 1034809.SLUG_24150 163 0 0 163
1034809.SLUG_17400 1034809.SLUG_11860 514 900 0 949
1034809.SLUG_17400 1034809.SLUG_01530 161 0 0 161
1034809.SLUG_17400 1034809.SLUG_17070 158 0 0 157
1034809.SLUG_17400 1034809.SLUG_22900 0 0 363 363
1034809.SLUG_17400 1034809.SLUG_23180 514 900 372 966
1034809.SLUG_17400 1034809.SLUG_10300 163 0 0 163
1034809.SLUG_17400 1034809.SLUG_17390 996 932 0 999
1034809.SLUG_17400 1034809.SLUG_12000 0 0 382 382
1034809.SLUG_17400 1034809.SLUG_10930 161 0 0 161
1034809.SLUG_17410 1034809.SLUG_12440 153 0 0 152
1034809.SLUG_17410 1034809.SLUG_07690 220 0 0 220
1034809.SLUG_17410 1034809.SLUG_07880 235 0 0 235
1034809.SLUG_17410 1034809.SLUG_13200 153 0 0 152
1034809.SLUG_17410 1034809.SLUG_07800 221 0 0 221
1034809.SLUG_17410 1034809.SLUG_17040 225 0 0 224
1034809.SLUG_17410 1034809.SLUG_13410 201 0 0 201
1034809.SLUG_17410 1034809.SLUG_24390 225 0 0 224
1034809.SLUG_17410 1034809.SLUG_17900 265 0 0 265
1034809.SLUG_17410 1034809.SLUG_13320 226 0 0 225
1034809.SLUG_17410 1034809.SLUG_12530 224 0 0 224
1034809.SLUG_17410 1034809.SLUG_16710 221 0 0 221
1034809.SLUG_17410 1034809.SLUG_08010 220 0 0 220
1034809.SLUG_17410 1034809.SLUG_18550 225 0 0 224
1034809.SLUG_17410 1034809.SLUG_11170 225 0 0 224
1034809.SLUG_17410 1034809.SLUG_19310 221 0 0 221
1034809.SLUG_17410 1034809.SLUG_22700 220 0 0 220
1034809.SLUG_17410 1034809.SLUG_16550 221 0 0 221
1034809.SLUG_17410 1034809.SLUG_12510 159 0 0 158
1034809.SLUG_17410 1034809.SLUG_13300 160 0 0 159
1034809.SLUG_17410 1034809.SLUG_01370 153 0 0 152
1034809.SLUG_17410 1034809.SLUG_12710 225 0 0 224
1034809.SLUG_17410 1034809.SLUG_13150 221 0 0 221
1034809.SLUG_17410 1034809.SLUG_16590 0 0 244 243
1034809.SLUG_17410 1034809.SLUG_18980 246 0 0 245
1034809.SLUG_17420 1034809.SLUG_07720 999 985 0 999
1034809.SLUG_17420 1034809.SLUG_07930 999 0 0 999
1034809.SLUG_17420 1034809.SLUG_13270 835 0 0 835
1034809.SLUG_17420 1034809.SLUG_07950 305 0 0 305
1034809.SLUG_17420 1034809.SLUG_01370 291 620 0 719
1034809.SLUG_17420 1034809.SLUG_23890 999 293 0 999
1034809.SLUG_17420 1034809.SLUG_16610 999 293 0 999
1034809.SLUG_17420 1034809.SLUG_20180 835 0 0 835
1034809.SLUG_17420 1034809.SLUG_07680 999 266 0 999
1034809.SLUG_17420 1034809.SLUG_17160 305 0 0 305
1034809.SLUG_17420 1034809.SLUG_01530 161 0 0 161
1034809.SLUG_17420 1034809.SLUG_12710 999 994 0 999
1034809.SLUG_17420 1034809.SLUG_15490 239 0 0 238
1034809.SLUG_17420 1034809.SLUG_07870 999 0 0 999
1034809.SLUG_17420 1034809.SLUG_07890 305 0 0 305
1034809.SLUG_17420 1034809.SLUG_22650 305 0 0 305
1034809.SLUG_17420 1034809.SLUG_12480 999 916 0 999
1034809.SLUG_17420 1034809.SLUG_23020 391 0 0 390
1034809.SLUG_17420 1034809.SLUG_07830 999 0 0 999
1034809.SLUG_17420 1034809.SLUG_14300 305 0 0 305
1034809.SLUG_17420 1034809.SLUG_13150 259 0 0 258
1034809.SLUG_17420 1034809.SLUG_18420 305 293 0 487
1034809.SLUG_17420 1034809.SLUG_00140 996 994 0 999
1034809.SLUG_17420 1034809.SLUG_12840 721 0 0 721
1034809.SLUG_17420 1034809.SLUG_12470 999 0 0 999
1034809.SLUG_17420 1034809.SLUG_15880 305 0 0 305
1034809.SLUG_17420 1034809.SLUG_08020 999 293 0 999
1034809.SLUG_17420 1034809.SLUG_16230 999 0 0 999
1034809.SLUG_17420 1034809.SLUG_20460 305 0 0 305
1034809.SLUG_17420 1034809.SLUG_22590 725 0 0 725
1034809.SLUG_17420 1034809.SLUG_07850 999 0 0 999
1034809.SLUG_17420 1034809.SLUG_22710 259 0 0 258
1034809.SLUG_17420 1034809.SLUG_14290 305 0 0 305
1034809.SLUG_17420 1034809.SLUG_07740 999 973 0 999
1034809.SLUG_17420 1034809.SLUG_13530 186 0 0 186
1034809.SLUG_17420 1034809.SLUG_13260 999 0 0 999
1034809.SLUG_17420 1034809.SLUG_22600 835 266 0 873
1034809.SLUG_17420 1034809.SLUG_13600 983 511 0 991
1034809.SLUG_17420 1034809.SLUG_16410 997 0 0 997
1034809.SLUG_17420 1034809.SLUG_09470 997 0 0 997
1034809.SLUG_17420 1034809.SLUG_16710 228 0 0 227
1034809.SLUG_17420 1034809.SLUG_20210 305 0 0 305
1034809.SLUG_17420 1034809.SLUG_07780 999 0 0 999
1034809.SLUG_17420 1034809.SLUG_09490 835 293 0 878
1034809.SLUG_17420 1034809.SLUG_22680 996 0 0 996
1034809.SLUG_17420 1034809.SLUG_22670 991 974 0 999
1034809.SLUG_17420 1034809.SLUG_22970 154 0 0 153
1034809.SLUG_17420 1034809.SLUG_07760 999 994 0 999
1034809.SLUG_17420 1034809.SLUG_23070 996 0 0 996
1034809.SLUG_17420 1034809.SLUG_12740 305 0 0 305
1034809.SLUG_17420 1034809.SLUG_22620 999 293 0 999
1034809.SLUG_17420 1034809.SLUG_23870 999 0 0 999
1034809.SLUG_17420 1034809.SLUG_07820 997 241 0 997
1034809.SLUG_17420 1034809.SLUG_16270 305 0 0 305
1034809.SLUG_17420 1034809.SLUG_20480 997 0 0 997
1034809.SLUG_17420 1034809.SLUG_16700 509 965 0 982
1034809.SLUG_17420 1034809.SLUG_16790 999 0 0 999
1034809.SLUG_17420 1034809.SLUG_12440 291 620 0 719
1034809.SLUG_17420 1034809.SLUG_17790 259 0 0 258
1034809.SLUG_17420 1034809.SLUG_16580 999 994 0 999
1034809.SLUG_17420 1034809.SLUG_07770 999 0 0 999
1034809.SLUG_17420 1034809.SLUG_07860 999 266 0 999
1034809.SLUG_17420 1034809.SLUG_07690 999 992 0 999
1034809.SLUG_17420 1034809.SLUG_16910 305 0 0 305
1034809.SLUG_17420 1034809.SLUG_08010 997 993 0 999
1034809.SLUG_17420 1034809.SLUG_07940 999 266 0 999
1034809.SLUG_17420 1034809.SLUG_07880 999 987 0 999
1034809.SLUG_17420 1034809.SLUG_10130 225 0 0 224
1034809.SLUG_17420 1034809.SLUG_06400 225 0 0 224
1034809.SLUG_17420 1034809.SLUG_22690 996 769 0 999
1034809.SLUG_17420 1034809.SLUG_07700 999 973 0 999
1034809.SLUG_17420 1034809.SLUG_19310 228 0 0 227
1034809.SLUG_17420 1034809.SLUG_07730 999 0 0 999
1034809.SLUG_17420 1034809.SLUG_22720 305 0 0 305
1034809.SLUG_17420 1034809.SLUG_07710 999 0 0 999
1034809.SLUG_17420 1034809.SLUG_10930 161 0 0 161
1034809.SLUG_17420 1034809.SLUG_16380 911 293 0 934
1034809.SLUG_17420 1034809.SLUG_22700 996 994 0 999
1034809.SLUG_17420 1034809.SLUG_20450 723 994 0 998
1034809.SLUG_17420 1034809.SLUG_07960 999 994 0 999
1034809.SLUG_17420 1034809.SLUG_07800 999 991 0 999
1034809.SLUG_17420 1034809.SLUG_13200 445 0 0 445
1034809.SLUG_17420 1034809.SLUG_14820 225 0 0 224
1034809.SLUG_17420 1034809.SLUG_20860 225 0 0 224
1034809.SLUG_17420 1034809.SLUG_22610 999 293 0 999
1034809.SLUG_17420 1034809.SLUG_16880 259 0 0 258
1034809.SLUG_17420 1034809.SLUG_13580 408 0 0 408
1034809.SLUG_17420 1034809.SLUG_12090 999 0 0 999
1034809.SLUG_17420 1034809.SLUG_07790 999 0 0 999
1034809.SLUG_17420 1034809.SLUG_13360 996 0 0 996
1034809.SLUG_17420 1034809.SLUG_16660 305 0 0 305
1034809.SLUG_17420 1034809.SLUG_15630 514 241 0 615
1034809.SLUG_17420 1034809.SLUG_22640 305 0 0 305
1034809.SLUG_17420 1034809.SLUG_12730 999 961 0 999
1034809.SLUG_17420 1034809.SLUG_07920 997 978 0 999
1034809.SLUG_17420 1034809.SLUG_07840 999 0 0 999
1034809.SLUG_17420 1034809.SLUG_24410 999 0 0 999
1034809.SLUG_17420 1034809.SLUG_16550 391 0 0 390
1034809.SLUG_17420 1034809.SLUG_09840 186 0 0 186
1034809.SLUG_17420 1034809.SLUG_16930 391 0 0 390
1034809.SLUG_17420 1034809.SLUG_16300 305 0 0 305
1034809.SLUG_17420 1034809.SLUG_07750 999 0 0 999
1034809.SLUG_17420 1034809.SLUG_15640 983 511 0 991
1034809.SLUG_17420 1034809.SLUG_07810 999 0 0 999
1034809.SLUG_17420 1034809.SLUG_16680 305 0 0 305
1034809.SLUG_17420 1034809.SLUG_13830 835 0 0 835
1034809.SLUG_17420 1034809.SLUG_22760 391 0 0 390
1034809.SLUG_17430 1034809.SLUG_20520 153 0 0 152
1034809.SLUG_17440 1034809.SLUG_23260 154 0 0 153
1034809.SLUG_17490 1034809.SLUG_23360 161 0 0 161
1034809.SLUG_17490 1034809.SLUG_14040 161 0 0 161
1034809.SLUG_17490 1034809.SLUG_16130 157 0 0 156
1034809.SLUG_17500 1034809.SLUG_23230 0 0 591 591
1034809.SLUG_17500 1034809.SLUG_16010 391 0 628 763
1034809.SLUG_17510 1034809.SLUG_10290 157 0 0 156
1034809.SLUG_17510 1034809.SLUG_20230 204 0 0 204
1034809.SLUG_17530 1034809.SLUG_18110 127 857 480 929
1034809.SLUG_17530 1034809.SLUG_17540 265 734 631 921
1034809.SLUG_17530 1034809.SLUG_18100 0 734 401 833
1034809.SLUG_17540 1034809.SLUG_17530 265 734 631 921
1034809.SLUG_17540 1034809.SLUG_07880 222 0 0 222
1034809.SLUG_17540 1034809.SLUG_16170 186 640 125 721
1034809.SLUG_17540 1034809.SLUG_23380 0 0 187 187
1034809.SLUG_17540 1034809.SLUG_16180 186 640 125 721
1034809.SLUG_17540 1034809.SLUG_18120 0 763 283 822
1034809.SLUG_17540 1034809.SLUG_18100 50 763 0 765
1034809.SLUG_17560 1034809.SLUG_10930 160 0 0 159
1034809.SLUG_17560 1034809.SLUG_08180 152 0 0 151
1034809.SLUG_17560 1034809.SLUG_02540 152 0 0 151
1034809.SLUG_17560 1034809.SLUG_16980 159 0 0 158
1034809.SLUG_17560 1034809.SLUG_11980 204 0 0 204
1034809.SLUG_17560 1034809.SLUG_01530 160 0 0 159
1034809.SLUG_17560 1034809.SLUG_10300 208 0 0 208
1034809.SLUG_17570 1034809.SLUG_17150 0 0 654 654
1034809.SLUG_17570 1034809.SLUG_11990 110 0 301 351
1034809.SLUG_17570 1034809.SLUG_15080 0 0 656 656
1034809.SLUG_17570 1034809.SLUG_17160 161 0 648 692
1034809.SLUG_17570 1034809.SLUG_23010 125 0 344 401
1034809.SLUG_17570 1034809.SLUG_17190 307 0 660 754
1034809.SLUG_17570 1034809.SLUG_14570 0 0 247 246
1034809.SLUG_17570 1034809.SLUG_13590 307 0 656 751
1034809.SLUG_17570 1034809.SLUG_17140 187 0 664 715
1034809.SLUG_17570 1034809.SLUG_16200 0 0 660 660
1034809.SLUG_17570 1034809.SLUG_12690 0 0 525 525
1034809.SLUG_17570 1034809.SLUG_17200 0 0 181 181
1034809.SLUG_17570 1034809.SLUG_17110 0 0 384 384
1034809.SLUG_17570 1034809.SLUG_09810 0 0 533 533
1034809.SLUG_17570 1034809.SLUG_12700 0 0 244 243
1034809.SLUG_17570 1034809.SLUG_10940 110 0 150 211
1034809.SLUG_17570 1034809.SLUG_14530 110 0 301 351
1034809.SLUG_17570 1034809.SLUG_17080 0 0 532 532
1034809.SLUG_17570 1034809.SLUG_16140 0 0 243 242
1034809.SLUG_17570 1034809.SLUG_16830 153 0 0 152
1034809.SLUG_17570 1034809.SLUG_11870 0 0 266 266
1034809.SLUG_17590 1034809.SLUG_19900 161 0 0 161
1034809.SLUG_17590 1034809.SLUG_19860 161 0 0 161
1034809.SLUG_17590 1034809.SLUG_18080 0 0 248 248
1034809.SLUG_17590 1034809.SLUG_10390 161 0 0 161
1034809.SLUG_17590 1034809.SLUG_11840 161 0 0 161
1034809.SLUG_17590 1034809.SLUG_04530 161 0 0 161
1034809.SLUG_17610 1034809.SLUG_24150 163 0 0 163
1034809.SLUG_17610 1034809.SLUG_14030 156 0 0 155
1034809.SLUG_17610 1034809.SLUG_11920 186 0 0 186
1034809.SLUG_17610 1034809.SLUG_10180 156 0 0 155
1034809.SLUG_17630 1034809.SLUG_16860 225 0 403 517
1034809.SLUG_17630 1034809.SLUG_16300 259 0 0 258
1034809.SLUG_17630 1034809.SLUG_22640 259 0 0 258
1034809.SLUG_17630 1034809.SLUG_12090 263 0 0 263
1034809.SLUG_17630 1034809.SLUG_11130 186 0 0 186
1034809.SLUG_17630 1034809.SLUG_16910 259 0 0 258
1034809.SLUG_17630 1034809.SLUG_13870 225 0 111 281
1034809.SLUG_17630 1034809.SLUG_22710 228 0 169 331
1034809.SLUG_17630 1034809.SLUG_05760 219 0 0 219
1034809.SLUG_17630 1034809.SLUG_02640 186 0 0 186
1034809.SLUG_17630 1034809.SLUG_22650 259 0 0 258
1034809.SLUG_17630 1034809.SLUG_07680 259 0 0 258
1034809.SLUG_17630 1034809.SLUG_07950 259 0 0 258
1034809.SLUG_17650 1034809.SLUG_16830 179 0 0 179
1034809.SLUG_17680 1034809.SLUG_01260 50 0 156 163
1034809.SLUG_17680 1034809.SLUG_17710 50 800 372 870
1034809.SLUG_17680 1034809.SLUG_01090 50 0 262 268
1034809.SLUG_17680 1034809.SLUG_17700 0 800 537 903
1034809.SLUG_17680 1034809.SLUG_07460 50 0 156 163
1034809.SLUG_17690 1034809.SLUG_23500 50 783 0 785
1034809.SLUG_17690 1034809.SLUG_01260 126 825 0 840
1034809.SLUG_17690 1034809.SLUG_19140 50 783 0 785
1034809.SLUG_17690 1034809.SLUG_11020 50 783 0 785
1034809.SLUG_17690 1034809.SLUG_23490 50 783 0 785
1034809.SLUG_17690 1034809.SLUG_17710 126 825 0 840
1034809.SLUG_17690 1034809.SLUG_16380 0 0 254 254
1034809.SLUG_17690 1034809.SLUG_21550 50 783 0 785
1034809.SLUG_17690 1034809.SLUG_01090 126 825 0 840
1034809.SLUG_17690 1034809.SLUG_17700 94 946 533 975
1034809.SLUG_17690 1034809.SLUG_07460 126 825 0 840
1034809.SLUG_17690 1034809.SLUG_19130 50 783 0 785
1034809.SLUG_17700 1034809.SLUG_01090 125 825 261 876
1034809.SLUG_17700 1034809.SLUG_17680 0 800 537 903
1034809.SLUG_17700 1034809.SLUG_07460 125 825 156 859
1034809.SLUG_17700 1034809.SLUG_17710 125 964 653 987
1034809.SLUG_17700 1034809.SLUG_17690 94 946 533 975
1034809.SLUG_17700 1034809.SLUG_01260 125 825 156 859
1034809.SLUG_17710 1034809.SLUG_01600 224 0 267 406
1034809.SLUG_17710 1034809.SLUG_02280 158 0 0 157
1034809.SLUG_17710 1034809.SLUG_13940 158 0 0 157
1034809.SLUG_17710 1034809.SLUG_15120 224 0 71 248
1034809.SLUG_17710 1034809.SLUG_17680 50 800 372 870
1034809.SLUG_17710 1034809.SLUG_01270 0 0 156 155
1034809.SLUG_17710 1034809.SLUG_00860 50 748 0 750
1034809.SLUG_17710 1034809.SLUG_01110 229 0 156 321
1034809.SLUG_17710 1034809.SLUG_01120 287 866 156 912
1034809.SLUG_17710 1034809.SLUG_01280 0 0 156 155
1034809.SLUG_17710 1034809.SLUG_17740 158 0 0 157
1034809.SLUG_17710 1034809.SLUG_17690 126 825 0 840
1034809.SLUG_17710 1034809.SLUG_17140 153 0 0 152
1034809.SLUG_17710 1034809.SLUG_17700 125 964 653 987
1034809.SLUG_17710 1034809.SLUG_03760 224 0 267 406
1034809.SLUG_17710 1034809.SLUG_13680 161 0 0 161
1034809.SLUG_17710 1034809.SLUG_22060 158 0 0 157
1034809.SLUG_17710 1034809.SLUG_05120 158 0 0 157
1034809.SLUG_17720 1034809.SLUG_08230 155 0 0 154
1034809.SLUG_17720 1034809.SLUG_22820 224 0 0 224
1034809.SLUG_17720 1034809.SLUG_00780 155 0 0 154
1034809.SLUG_17720 1034809.SLUG_07360 224 0 0 224
1034809.SLUG_17720 1034809.SLUG_18790 224 0 0 224
1034809.SLUG_17740 1034809.SLUG_15490 155 0 153 253
1034809.SLUG_17740 1034809.SLUG_13770 0 783 122 801
1034809.SLUG_17740 1034809.SLUG_17750 536 781 665 962
1034809.SLUG_17740 1034809.SLUG_13970 248 781 156 848
1034809.SLUG_17740 1034809.SLUG_10530 222 0 0 222
1034809.SLUG_17740 1034809.SLUG_17290 212 0 0 212
1034809.SLUG_17740 1034809.SLUG_12300 0 0 152 151
1034809.SLUG_17740 1034809.SLUG_23080 190 783 0 816
1034809.SLUG_17740 1034809.SLUG_14400 156 0 0 155
1034809.SLUG_17740 1034809.SLUG_09610 153 0 0 152
1034809.SLUG_17740 1034809.SLUG_01260 152 0 0 151
1034809.SLUG_17740 1034809.SLUG_13500 225 0 0 224
1034809.SLUG_17740 1034809.SLUG_09200 154 527 0 582
1034809.SLUG_17740 1034809.SLUG_15650 0 0 151 150
1034809.SLUG_17740 1034809.SLUG_10020 155 774 0 800
1034809.SLUG_17740 1034809.SLUG_02710 218 0 0 218
1034809.SLUG_17740 1034809.SLUG_09640 152 0 0 151
1034809.SLUG_17740 1034809.SLUG_13960 227 722 123 795
1034809.SLUG_17740 1034809.SLUG_15890 151 0 153 250
1034809.SLUG_17740 1034809.SLUG_09620 152 0 0 151
1034809.SLUG_17740 1034809.SLUG_23390 0 600 0 600
1034809.SLUG_17740 1034809.SLUG_00460 149 642 0 682
1034809.SLUG_17740 1034809.SLUG_05350 149 642 0 682
1034809.SLUG_17740 1034809.SLUG_11160 107 783 0 797
1034809.SLUG_17740 1034809.SLUG_04080 154 527 0 582
1034809.SLUG_17740 1034809.SLUG_24090 149 642 0 682
1034809.SLUG_17740 1034809.SLUG_07460 152 0 0 151
1034809.SLUG_17740 1034809.SLUG_23380 107 600 0 627
1034809.SLUG_17740 1034809.SLUG_10390 224 0 68 245
1034809.SLUG_17740 1034809.SLUG_20990 157 0 0 156
1034809.SLUG_17740 1034809.SLUG_13950 50 717 0 719
1034809.SLUG_17740 1034809.SLUG_00850 149 642 0 682
1034809.SLUG_17740 1034809.SLUG_02960 154 527 0 582
1034809.SLUG_17740 1034809.SLUG_16180 152 0 0 151
1034809.SLUG_17740 1034809.SLUG_10780 160 0 0 159
1034809.SLUG_17740 1034809.SLUG_01090 158 0 0 157
1034809.SLUG_17740 1034809.SLUG_04950 154 0 0 153
1034809.SLUG_17740 1034809.SLUG_16530 158 787 0 812
1034809.SLUG_17740 1034809.SLUG_20360 156 0 0 155
1034809.SLUG_17740 1034809.SLUG_13820 156 0 0 155
1034809.SLUG_17740 1034809.SLUG_21380 149 642 0 682
1034809.SLUG_17740 1034809.SLUG_11920 186 0 0 186
1034809.SLUG_17740 1034809.SLUG_15040 229 787 158 849
1034809.SLUG_17740 1034809.SLUG_13620 156 0 0 155
1034809.SLUG_17740 1034809.SLUG_02300 227 722 123 795
1034809.SLUG_17740 1034809.SLUG_02290 50 717 0 719
1034809.SLUG_17740 1034809.SLUG_00350 154 527 0 582
1034809.SLUG_17740 1034809.SLUG_12960 156 0 0 155
1034809.SLUG_17740 1034809.SLUG_23670 162 0 0 161
1034809.SLUG_17740 1034809.SLUG_02310 269 781 149 851
1034809.SLUG_17740 1034809.SLUG_16520 162 787 0 813
1034809.SLUG_17740 1034809.SLUG_15030 248 781 155 848
1034809.SLUG_17740 1034809.SLUG_12200 156 0 0 155
1034809.SLUG_17740 1034809.SLUG_17770 50 717 0 719
1034809.SLUG_17740 1034809.SLUG_11490 157 0 0 156
1034809.SLUG_17740 1034809.SLUG_11840 224 0 68 245
1034809.SLUG_17740 1034809.SLUG_17300 157 0 0 156
1034809.SLUG_17740 1034809.SLUG_13470 162 0 0 161
1034809.SLUG_17740 1034809.SLUG_03390 149 642 0 682
1034809.SLUG_17740 1034809.SLUG_23760 0 0 152 151
1034809.SLUG_17740 1034809.SLUG_12320 152 0 0 151
1034809.SLUG_17740 1034809.SLUG_24150 153 0 0 152
1034809.SLUG_17740 1034809.SLUG_14590 154 527 0 582
1034809.SLUG_17740 1034809.SLUG_13750 154 783 0 808
1034809.SLUG_17740 1034809.SLUG_04530 224 0 68 245
1034809.SLUG_17740 1034809.SLUG_16170 152 0 0 151
1034809.SLUG_17740 1034809.SLUG_17760 227 722 606 907
1034809.SLUG_17740 1034809.SLUG_17860 188 0 153 282
1034809.SLUG_17740 1034809.SLUG_19860 224 0 68 245
1034809.SLUG_17740 1034809.SLUG_19900 224 0 68 245
1034809.SLUG_17740 1034809.SLUG_17710 158 0 0 157
1034809.SLUG_17740 1034809.SLUG_18820 160 0 0 159
1034809.SLUG_17740 1034809.SLUG_02230 157 0 0 156
1034809.SLUG_17740 1034809.SLUG_23980 0 0 162 161
1034809.SLUG_17750 1034809.SLUG_22790 153 0 0 152
1034809.SLUG_17750 1034809.SLUG_17740 536 781 665 962
1034809.SLUG_17750 1034809.SLUG_16840 217 0 0 217
1034809.SLUG_17750 1034809.SLUG_12270 0 650 0 650
1034809.SLUG_17750 1034809.SLUG_02290 297 738 158 831
1034809.SLUG_17750 1034809.SLUG_02530 156 0 0 155
1034809.SLUG_17750 1034809.SLUG_02300 230 745 156 819
1034809.SLUG_17750 1034809.SLUG_15040 293 855 156 905
1034809.SLUG_17750 1034809.SLUG_19880 162 0 0 161
1034809.SLUG_17750 1034809.SLUG_21380 220 642 0 708
1034809.SLUG_17750 1034809.SLUG_14080 194 0 0 194
1034809.SLUG_17750 1034809.SLUG_13580 170 0 0 169
1034809.SLUG_17750 1034809.SLUG_13790 156 0 0 155
1034809.SLUG_17750 1034809.SLUG_13840 0 650 0 650
1034809.SLUG_17750 1034809.SLUG_15830 153 0 0 152
1034809.SLUG_17750 1034809.SLUG_05120 269 781 149 851
1034809.SLUG_17750 1034809.SLUG_17760 391 745 665 943
1034809.SLUG_17750 1034809.SLUG_09770 153 0 0 152
1034809.SLUG_17750 1034809.SLUG_20590 159 0 0 158
1034809.SLUG_17750 1034809.SLUG_13850 0 650 0 650
1034809.SLUG_17750 1034809.SLUG_23760 164 0 147 256
1034809.SLUG_17750 1034809.SLUG_13310 156 0 0 155
1034809.SLUG_17750 1034809.SLUG_12320 228 0 0 227
1034809.SLUG_17750 1034809.SLUG_03390 220 642 0 708
1034809.SLUG_17750 1034809.SLUG_07880 158 0 0 157
1034809.SLUG_17750 1034809.SLUG_13090 0 650 0 650
1034809.SLUG_17750 1034809.SLUG_07690 157 0 0 156
1034809.SLUG_17750 1034809.SLUG_16520 167 822 0 845
1034809.SLUG_17750 1034809.SLUG_17770 535 738 573 943
1034809.SLUG_17750 1034809.SLUG_10300 161 0 0 161
1034809.SLUG_17750 1034809.SLUG_13960 230 745 156 819
1034809.SLUG_17750 1034809.SLUG_09640 230 0 0 229
1034809.SLUG_17750 1034809.SLUG_10020 160 747 0 778
1034809.SLUG_17750 1034809.SLUG_22120 156 0 0 155
1034809.SLUG_17750 1034809.SLUG_22060 269 781 149 851
1034809.SLUG_17750 1034809.SLUG_12280 0 650 0 650
1034809.SLUG_17750 1034809.SLUG_09610 222 0 0 222
1034809.SLUG_17750 1034809.SLUG_16410 155 0 0 154
1034809.SLUG_17750 1034809.SLUG_02560 162 0 0 161
1034809.SLUG_17750 1034809.SLUG_23080 229 802 125 854
1034809.SLUG_17750 1034809.SLUG_17290 223 0 0 223
